date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:51:34	189358/189358	---M--	200	added ('OK')	image/svg+xml	etag:W/%22189358-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/Flaticon.svg	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/Flaticon.svg	(from http://dtcpass.delhi.gov.in/css/style.css)
12:51:35	169/169	---M--	200	added ('OK')	text/html	etag:W/%22169-1516858082000%22	http://dtcpass.delhi.gov.in/css/Flaticon.html	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/css/Flaticon.html	(from http://dtcpass.delhi.gov.in/css/style.css)
12:51:37	142072/142072	---M--	200	added ('OK')	font/ttf	etag:W/%22142072-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/fontawesome-webfont3295.ttf?v=4.5.0	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/fontawesome-webfont32953295.ttf	(from http://dtcpass.delhi.gov.in/css/style.css)
12:51:39	42072/42072	---M--	200	added ('OK')	font/ttf	etag:W/%2242072-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/Flaticon.ttf	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/Flaticon.ttf	(from http://dtcpass.delhi.gov.in/css/style.css)
12:51:52	79756/79756	---M--	200	added ('OK')	font/woff2	etag:W/%2279756-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e6.woff2?v=1.4.57	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e614e6.woff2	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:09	208688/208688	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22208688-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e6.eot?v=1.4.57	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e614e6.eot	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:10	102552/102552	---M--	200	added ('OK')	font/woff	etag:W/%22102552-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e6.woff?v=1.4.57	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e614e6.woff	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:10	208688/208688	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22208688-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/materialdesignicons-webfontd41d.eot?	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/materialdesignicons-webfontd41dd41d.eot	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:16	689/689	---M--	200	added ('OK')	image/png	etag:W/%22689-1516858084000%22	http://dtcpass.delhi.gov.in/images/photoswipe-controls.png	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/images/photoswipe-controls.png	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:23	1131/1131	---M--	200	added ('OK')	image/svg+xml	etag:W/%221131-1516858084000%22	http://dtcpass.delhi.gov.in/images/photoswipe-controls.svg	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/images/photoswipe-controls.svg	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:26	1581343/1581343	---M--	200	added ('OK')	image/svg+xml	etag:W/%221581343-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e6.svg?v=1.4.57	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e614e6.svg	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:28	169/169	---M--	200	added ('OK')	text/html	etag:W/%22169-1516858084000%22	http://dtcpass.delhi.gov.in/images/preloader.html	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/images/preloader.html	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:28	2186/2186	---M--	200	added ('OK')	image/gif	etag:W/%222186-1516858082000%22	http://dtcpass.delhi.gov.in/images/ajax-loader.gif	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/images/ajax-loader.gif	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:33	20967/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:22:29%20GMT	http://dtcpass.delhi.gov.in/apply	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/apply.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:52:45	106729/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:22:28%20GMT	http://dtcpass.delhi.gov.in/login.jsp	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/login.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:52:54	208468/208468	---M--	200	added ('OK')	font/ttf	etag:W/%22208468-1516858082000%22	http://dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e6.ttf?v=1.4.57	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/fonts/materialdesignicons-webfont14e614e6.ttf	(from http://dtcpass.delhi.gov.in/css/style.css)
12:52:56	739291/739291	---M--	200	added ('OK')	application/javascript	etag:W/%22739291-1537678160000%22	http://dtcpass.delhi.gov.in/js/core.min.js	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/js/core.min.js	(from http://dtcpass.delhi.gov.in/viewEPass?passno=7502102238098)
12:53:03	106746/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:22:45%20GMT	http://dtcpass.delhi.gov.in/mobilesahayaklogin.jsp	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/mobilesahayaklogin.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:08	217017/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:22:33%20GMT	http://dtcpass.delhi.gov.in/faqs.jsp	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/faqs.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:11	106741/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:22:54%20GMT	http://dtcpass.delhi.gov.in/labourLogin.jsp	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/labourLogin.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:15	114138/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:22:55%20GMT	http://dtcpass.delhi.gov.in/pricecalculator	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/pricecalculator.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:21	110642/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:23:03%20GMT	http://dtcpass.delhi.gov.in/getEPass.jsp	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/getEPass.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:22	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Sun,%2030%20Oct%202022%2007:23:21%20GMT	http://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/new%20website/www.googletagmanager.com/gtm.305445.delayed	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:23	70238/70238	---M--	200	added ('OK')	application/pdf	etag:W/%2270238-1602572552000%22	http://dtcpass.delhi.gov.in/pdf/DTC%20Bus%20Pass%20Form.pdf	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/pdf/DTC%20Bus%20Pass%20Form.pdf	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:24	107447/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:23:08%20GMT	http://dtcpass.delhi.gov.in/status.jsp	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/status.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:26	110769/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:23:14%20GMT	http://dtcpass.delhi.gov.in/contacts.jsp	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/contacts.html	(from http://dtcpass.delhi.gov.in/home.jsp)
12:53:27	626/626	---M--	200	added ('OK')	application/javascript	etag:W/%22626-1530507916000%22	http://dtcpass.delhi.gov.in/js/validation.js	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/js/validation.js	(from http://dtcpass.delhi.gov.in/apply)
12:53:29	33599/33599	---M--	200	added ('OK')	text/css	etag:W/%2233599-1528020782000%22	http://dtcpass.delhi.gov.in/calender/bootstrap-datepicker3.css	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/calender/bootstrap-datepicker3.css	(from http://dtcpass.delhi.gov.in/apply)
12:53:30	755/755	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2030%20Oct%202022%2007:23:29%20GMT	http://dtcpass.delhi.gov.in/POST	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/POST.35.delayed	(from http://dtcpass.delhi.gov.in/pricecalculator)
12:53:33	29343/29343	---M--	200	added ('OK')	application/javascript	etag:W/%2229343-1528020712000%22	http://dtcpass.delhi.gov.in/calender/bootstrap-datepicker.min.js	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/calender/bootstrap-datepicker.min.js	(from http://dtcpass.delhi.gov.in/apply)
12:53:35	95962/95962	---M--	200	added ('OK')	application/javascript	etag:W/%2295962-1528020946000%22	http://dtcpass.delhi.gov.in/calender/jquery-1.11.3.min.js	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/calender/jquery-1.11.3.min.js	(from http://dtcpass.delhi.gov.in/apply)
12:53:37	107453/-1	---M--	200	added ('OK')	text/html	date:Sun,%2030%20Oct%202022%2007:23:28%20GMT	http://dtcpass.delhi.gov.in/	C:/My%20Web%20Sites/new%20website/dtcpass.delhi.gov.in/index.html	(from http://dtcpass.delhi.gov.in/faqs.jsp)
